screen_name,life_long,Number_of_statues,Length_of_description,followers_count,friends_count,listed_number,Avg_tweets_per_day,Avg_favorite_per_day,Avg_retweets_per_day,Most_favorited,Avg_favorited_per_tweet,Avg_favorites_per_user,Most_retweeted,Avg_retweeted_per_tweet,Avg_retweets_per_user,Avg_length_of_tweets,sentiment_score,Avg_hashtags_per_tweet,tweets_with_hashtags,tweets_with_media,tweets_with_url,retweet_rate,influence_score
nashvillesounds,3364,28241,158,31724,769,707,8.3951,2.4165,0.0327,507,6.102,0.1923,115,2.312,0.0729,119.452,19.427,1.196,0.25,0.12,0.61,0.662,1.5305
natsecdalton,1382,5155,160,1480,449,49,3.7301,0.343,0.6795,54,0.261,0.1764,194901,492.327,332.6534,133.47,-2.4188,1.5269,0.17,0.02,0.21,0.976,480.5112
Navatics_Tech,177,35,136,36,108,2,0.1977,0.1243,0.0113,5,1.2812,1.1389,13,0.7188,0.6389,110.1875,32.2241,2.9375,0.50,0.03,0.75,0.2812,0.2021
NavidGornall,3493,2640,80,1413,1988,35,0.7558,0.0968,0.0575,19,0.278,0.1967,183301,654.861,463.4544,87.576,15.4147,1.4855,0.28,0.13,0.56,0.285,186.6354
nbc_net,2546,16226,135,1314,0,72,6.3731,0.0027,0.0,39,0.546,0.4155,8,0.322,0.2451,108.628,3.7209,0,0.00,0.88,1.00,0.214,0.0689
ndahlberg,3315,17659,141,10662,3692,515,5.327,0.1463,0.1725,88,1.25,0.1172,34170,68.459,6.4208,118.585,19.14,1.375,0.21,0.05,0.54,0.744,50.9335
NDShipley,3416,1160,123,420,1354,38,0.3396,0.1701,0.0647,74,1.0507,2.2714,47315,292.2236,631.7595,100.7599,23.6964,1.5941,0.41,0.19,0.51,0.3139,91.729
NDSPodcast,352,515,154,84,197,3,1.4631,1.8864,0.1136,27,1.3386,7.0119,485,3.2636,17.0952,93.8886,17.8789,1.7832,0.33,0.13,0.43,0.3114,1.0163
neanderthalTT,345,411,154,967,802,6,1.1913,1.6,0.2174,14,0.839,0.334,9776,65.1662,25.9452,112.574,20.7527,2.9556,0.70,0.41,0.62,0.3792,24.711
NeilaK20,3489,131464,147,1552,795,135,37.6796,54.74,0.08,181,1.637,1.0548,201212,1010.709,651.23,112.509,21.1374,1.3553,0.08,0.04,0.44,0.379,383.0587
NeilPesticcio,1326,200,48,196,40,11,0.1508,0.2089,0.0,124,4.8272,4.7041,27,1.0524,1.0255,106.0733,13.9328,4.315,0.66,0.68,0.39,0.3298,0.3471
Nelehasia,3026,6141,146,293,226,23,2.0294,1.6272,0.1233,43,0.499,1.7031,853518,4063.231,13867.6826,93.349,14.5265,2.0412,0.24,0.18,0.32,0.419,1702.4938
neophobica,3200,3562,52,187,313,15,1.1131,2.5031,0.1212,63,1.04,5.5615,378555,3089.703,16522.4759,95.032,23.3244,2.0765,0.20,0.23,0.25,0.42,1297.6753
Nerdarchy,1636,15045,142,6773,2548,119,9.1962,6.2977,0.0012,298,3.889,0.5742,25,0.711,0.105,97.591,22.4622,1.4778,0.18,0.04,0.49,0.259,0.1841
NerdyFace22,1341,1605,49,27,65,1,1.1969,5.5764,0.1693,8,1.136,42.0741,188467,3326.004,123185.3333,83.623,12.0838,1.7027,0.07,0.22,0.13,0.234,778.2849
nesmorDECK,560,159,56,219,12,1,0.2839,0.0018,0.0036,29,2.3962,1.7397,6,0.3648,0.2648,94.1006,17.3292,0,0.00,0.82,0.89,0.2013,0.0734
netzvagabund,3417,8929,81,683,1783,63,2.6131,2.4524,0.0538,52,1.59,2.328,215948,913.03,1336.7936,94.761,-0.2175,1.3937,0.13,0.07,0.21,0.226,206.3448
NeverBoredGames,1453,1866,137,659,254,17,1.2842,9.2553,0.0991,27,1.771,2.6874,469,3.065,4.651,115.631,22.7738,1.8654,0.10,0.16,0.75,0.277,0.849
NewsWatchTV,3264,8106,113,30757,1283,314,2.4835,0.652,0.0009,611,3.006,0.0977,413,1.545,0.0502,124.885,30.0859,1.271,0.11,0.29,0.83,0.388,0.5995
NextFab_PHL,3209,5030,124,4412,1224,264,1.5675,0.6226,0.0661,17,1.637,0.371,54,1.461,0.3311,124.715,26.6799,1.3162,0.23,0.17,0.73,0.58,0.8474
nfajeff,3313,47303,108,4679,3547,313,14.278,0.4292,0.0,39,0.238,0.0509,6,0.173,0.037,91.756,20.378,1.5639,0.83,0.04,0.97,0.127,0.022
NicheGame,1341,4383,123,4220,649,95,3.2685,6.0813,0.5257,709,5.93,1.4052,449,4.914,1.1645,112.724,28.9725,2.1575,0.15,0.13,0.37,0.76,3.7346
nicolbwmc,1378,1185,44,88,35,2,0.8599,0.1959,0.0283,9,0.541,6.1477,194651,620.98,7056.5909,81.066,9.723,1.2027,0.07,0.06,0.68,0.2,124.196
nicoxbat,1377,620,35,1317,1019,10,0.4503,0.9412,0.2128,108,1.1096,0.4996,101527,960.5464,432.5011,115.6003,29.5971,2.7147,0.56,0.16,0.40,0.6695,643.0858
NightSkyGames,2487,11445,154,1835,807,67,4.6019,10.955,0.0547,48,3.215,1.752,113472,709.348,386.5657,104.908,21.1137,1.175,0.16,0.07,0.49,0.285,202.1642
NoaTugy,990,21830,160,633,2004,18,22.0505,83.2384,0.3828,7,0.306,0.4834,159449,1634.257,2581.7646,89.418,15.4178,1.5094,0.11,0.18,0.17,0.388,634.0917
noisesatnight,265,97,149,341,1654,8,0.366,3.5283,0.0679,21,2.8211,0.7859,10,1.7789,0.4956,96.6526,18.8404,2.0,0.03,0.20,0.60,0.5474,0.9738
nook_pod,712,1403,111,1379,4859,50,1.9705,3.0197,0.4775,44,1.26,0.9137,20888,25.576,18.5468,118.637,44.7822,1.7214,0.32,0.13,0.62,0.519,13.2739
Noomoid,3217,20275,142,1370,2825,22,6.3025,3.9475,0.0087,51,2.553,1.8635,51337,145.488,106.1956,71.227,32.4056,1.0241,0.08,0.31,0.16,0.039,5.674
norm,2917,19215,66,759241,725,2217,6.5872,2.7323,0.061,218499,3219.869,4.2409,100379,1103.309,1.4532,75.69,18.9535,1.2411,0.22,0.35,0.28,0.985,1086.7594
NORSKK1,1543,7488,23,387,8,4,4.8529,0.0629,0.0564,20,0.896,2.3152,5,0.314,0.8114,108.775,-1.8806,1.0,0.00,0.27,0.89,0.241,0.0757
notesinabook,3135,2927,134,1466,2622,79,0.9337,0.0411,0.0054,15,0.476,0.3247,735,1.227,0.837,95.129,11.9971,2.2016,0.50,0.41,0.98,0.172,0.211
NotJonMollison,817,252,66,1049,246,21,0.3084,7.492,0.0441,146,4.4902,1.0915,35,2.1647,0.5262,116.2,13.1373,1.7619,0.08,0.11,0.59,0.4431,0.9592
NotoriousJnX,3150,72938,149,11519,7988,228,23.1549,8.4238,0.0825,38,0.762,0.0662,30360,171.408,14.8805,97.372,9.893,2.5339,0.37,0.16,0.60,0.357,61.1927
notreble,3707,20438,121,19029,747,374,5.5134,0.682,0.0,94,4.924,0.2588,21,0.881,0.0463,71.285,2.9797,2.0,0.00,0.00,1.00,0.461,0.4061
NPHNicholas,517,261,0,6,81,0,0.5048,1.1915,0.0213,63,1.7764,70.1667,74317,557.3671,22016.0,121.7468,-0.0142,1.0,0.01,0.02,0.53,0.0928,51.7237
NportSpectator,1542,158,138,390,524,3,0.1025,0.0117,0.0019,8,0.5621,0.2205,5,0.3203,0.1256,111.5621,14.2375,1.6,0.82,0.14,0.37,0.1634,0.0523
nuancedminutiae,1707,3251,107,619,1729,17,1.9045,9.5044,0.0996,76,1.64,2.6494,282918,1141.537,1844.1632,105.917,31.1686,1.2206,0.07,0.10,0.39,0.227,259.1289
nucaica,2489,12786,142,1597,2644,79,5.137,12.8959,0.1378,88,1.84,1.1522,65228,736.114,460.9355,110.75,10.5891,1.6705,0.18,0.13,0.44,0.436,320.9457
nurse_nurse,3318,14102,100,6051,350,160,4.2502,3.0148,0.1001,559,18.088,2.9893,63990,194.958,32.2191,89.8,23.5957,1.2456,0.06,0.30,0.23,0.623,121.4588
NwiComicCon,1750,9055,155,1099,1259,40,5.1743,1.1086,0.0,4,0.122,0.111,3,0.357,0.3248,83.816,8.3177,1.381,0.02,0.00,1.00,0.337,0.1203
OandFPodcast,2497,1560,160,1289,1586,72,0.6247,0.1029,0.0777,40,1.49,1.1559,125630,188.033,145.8751,124.905,25.5273,1.6345,0.48,0.06,0.73,0.706,132.7513
obfuscatingGod,2565,2198,74,183,2044,4,0.8569,11.117,0.2195,50,0.908,4.9617,277350,5683.135,31055.3825,96.244,12.77,1.375,0.05,0.40,0.19,0.597,3392.8316
oceanodejuegos,1462,4971,43,2620,1329,88,3.4001,2.4234,0.1997,48,2.084,0.7954,46778,52.593,20.0737,96.554,6.128,1.5426,0.19,0.30,0.32,0.451,23.7194
OddassityGame,209,476,56,929,1564,8,2.2775,2.2105,1.177,15,0.4657,0.2411,98245,253.5489,131.2777,105.8087,21.454,1.7769,0.27,0.12,0.57,0.5447,138.1081
OdiniaInvictus,2064,25145,159,2904,4955,81,12.1827,3.7103,0.2059,40,2.211,0.7614,13180,34.866,12.0062,115.455,-0.0151,3.7069,0.17,0.37,0.70,0.814,28.3809
ofdicendragons,2651,66895,152,1821,338,80,25.2339,0.1679,0.0,6,0.137,0.0752,3,0.046,0.0253,74.182,2.2683,1.0343,0.99,0.00,1.00,0.04,0.0018
OkleMiller,3373,1961,156,1166,1029,53,0.5814,0.271,0.048,12,0.716,0.6141,20285,25.651,21.9991,96.203,35.5012,1.4839,0.47,0.14,0.27,0.255,6.541
OlamicCutlery,2764,990,48,2640,147,20,0.3582,0.0669,0.0365,38,4.6342,1.6939,11,1.1057,0.4042,73.1389,16.3325,2.1452,0.06,0.59,0.14,0.513,0.5672
oli_woodman,3440,1523,0,329,252,8,0.4427,0.1096,0.0515,55,1.119,3.4012,4457,14.685,44.6353,75.879,12.493,1.3627,0.10,0.19,0.25,0.286,4.1999
omfgblondie,3141,15272,98,3168,65,27,4.8621,2.68,0.0624,289,2.903,0.9164,97414,419.253,132.34,90.203,11.2835,1.125,0.06,0.11,0.27,0.269,112.7791
OmgItsTopher_,1412,6420,58,119,133,19,4.5467,5.0545,0.1289,15,0.311,2.6134,327345,1577.474,13256.084,79.432,16.2706,1.4133,0.38,0.21,0.26,0.203,320.2272
OneCritWonder,3296,1163,38,74,71,2,0.3529,0.0,0.0036,90,1.418,19.1622,13890,23.152,312.8649,106.634,15.3999,1.7037,0.22,0.04,0.31,0.087,2.0142
OneInchPunchInc,2391,17823,126,19923,17316,329,7.4542,51.9665,0.0,6,1.205,0.0605,3,0.102,0.0051,98.552,24.3129,1.9646,0.23,0.41,0.49,0.088,0.009
OneShotRPG,1750,41547,134,8244,1295,197,23.7411,42.6189,0.1594,982,12.982,1.5747,169329,548.974,66.5907,90.203,20.318,1.4932,0.07,0.12,0.29,0.424,232.765
onexanaxshy,77,6,139,5,43,0,0.0779,0.0779,0.0,5,2.0,1.6,1,0.25,0.2,125.5,39.8975,0,0.00,0.00,0.50,0.25,0.0625
OnlyPlayWizards,2204,6284,116,333,561,32,2.8512,1.2096,0.044,149,1.745,5.2402,380320,536.288,1610.4745,122.186,15.38,2.2448,0.62,0.13,0.77,0.331,177.5113
onlythosethings,799,68205,143,431,201,13,85.363,179.0075,0.4406,91,0.905,2.0998,199426,2481.759,5758.1415,80.891,11.2158,1.66,0.05,0.24,0.21,0.404,1002.6306
opengamingstore,859,494,104,2218,3750,8,0.5751,0.3225,0.0792,27,1.3795,0.2245,5646,25.1274,4.0897,109.5596,16.7924,1.5946,0.10,0.06,0.81,0.3463,8.7016
openhousetv,2858,4380,47,13474,1542,173,1.5325,0.1603,0.0115,190,3.831,0.2843,49,1.131,0.0839,109.801,23.1084,1.2458,0.12,0.12,0.86,0.509,0.5757
OpesPopuli,1756,1067,26,540,1506,257,0.6076,0.9032,0.4231,22,0.437,0.8093,17602,167.217,309.6611,122.994,10.515,3.0067,0.75,0.20,0.55,0.82,137.1179
OrlyBed,68,141,116,141,993,1,2.0735,2.5882,1.2794,1,0.0654,0.0496,1133,65.514,49.7163,111.3925,22.268,2.1379,0.27,0.36,0.59,0.8318,54.4946
OurTableTales,278,123,128,122,540,2,0.4424,1.7086,0.0432,8,2.3429,2.0164,7,1.4571,1.2541,107.2762,17.1209,1.625,0.08,0.05,0.60,0.5905,0.8604
OutOnTheMoors,1436,284355,23,13667,8498,358,198.0188,194.2632,0.6128,195,0.747,0.0547,109858,598.816,43.8147,109.564,3.7925,1.0,0.01,0.03,0.08,0.905,541.9285
PaisleyBG,779,287,160,388,1088,3,0.3684,0.7805,0.0411,17,2.0214,1.4588,56,0.9964,0.7191,99.8071,44.0145,1.4286,0.12,0.06,0.55,0.2643,0.2634
palettegear,1712,2633,136,3037,2688,109,1.538,1.5841,0.1595,86,1.251,0.4119,159,2.188,0.7204,121.297,31.8129,1.4695,0.26,0.13,0.48,0.598,1.3084
PamelaSamuelson,2268,14954,66,4308,825,193,6.5935,18.5789,0.4171,107,0.775,0.1799,201455,848.976,197.0696,133.648,11.8771,1.3294,0.17,0.03,0.26,0.979,831.1475
panda_138,2120,11804,123,745,381,20,5.5679,12.1986,0.1132,680,5.325,7.1477,66127,288.951,387.8537,88.719,11.3036,1.3529,0.24,0.12,0.21,0.395,114.1356
paolodilamio,2280,24108,57,2056,1767,13,10.5737,7.7548,0.0684,739,4.423,2.1513,15391,54.211,26.3672,79.85,19.3906,1.25,0.08,0.22,0.18,0.261,14.1491
papercutspod,86,67,142,205,260,0,0.7791,2.6628,0.1628,46,4.2982,1.1951,23,2.1228,0.5902,92.8421,26.896,1.0556,0.32,0.33,0.23,0.4912,1.0427
partyfowlgame,320,319,160,341,247,0,0.9969,1.1906,0.6625,116,5.434,5.0674,87,4.4214,4.1232,112.5409,25.4197,1.2075,0.17,0.08,0.38,0.934,4.1296
pdubarry,3287,5592,138,2932,1705,114,1.7012,1.3699,0.0791,55,1.693,0.5774,178945,468.531,159.7991,92.94,26.2153,1.2807,0.17,0.21,0.32,0.403,188.818
PeaceAndThought,1000,663,75,243,297,10,0.663,0.843,0.036,23,3.1062,8.4239,53768,147.8619,400.9918,90.9605,14.824,1.4606,0.60,0.33,0.18,0.214,31.6424
peachypaetynn,507,645,19,154,297,0,1.2722,1.1755,0.3649,44,2.804,10.8701,431733,9947.0017,38560.7792,75.3685,20.0513,1.6154,0.02,0.15,0.16,0.5126,5098.8331
peacock10,3362,12928,149,1567,1581,84,3.8453,0.5458,0.0324,16,0.504,0.3216,267,3.022,1.9285,105.275,43.8237,2.6815,0.47,0.01,0.67,0.346,1.0456
peakdesignltd,2614,6749,91,13650,1181,249,2.5819,2.3267,0.0,47,1.562,0.1144,19,0.292,0.0214,90.169,20.6915,1.1429,0.01,0.04,0.27,0.081,0.0237
PebbleandMoon,68,79,0,12,32,0,1.1618,0.1471,0.0,2,0.3636,1.3333,2,0.2273,0.8333,136.6818,38.5798,2.619,0.48,0.00,1.00,0.2045,0.0465
pedrilli,3833,27258,95,2410,2687,55,7.1114,0.0034,0.0,15,0.048,0.0199,10,0.111,0.0461,98.559,8.2783,1.6667,0.00,0.00,1.00,0.101,0.0112
PEG_Games,1795,2432,94,2262,189,80,1.3549,0.9348,0.0262,67,5.212,2.3042,82,2.832,1.252,125.1,17.0283,1.3735,0.32,0.10,0.83,0.674,1.9088
PELightning,3490,40017,141,1159,1624,42,11.4662,4.6673,0.0476,34,1.239,1.069,122063,636.712,549.3632,82.016,11.0351,1.1852,0.05,0.20,0.32,0.207,131.7994
PenanceRPG,1133,22221,163,5168,5096,68,19.6125,53.9409,0.4678,31,2.823,0.5462,351796,747.187,144.5795,130.55,9.5171,3.2135,0.53,0.09,0.44,0.795,594.0137
peter_gillet,620,5063,68,219,233,2,8.1661,52.7774,0.6371,49,0.812,3.7078,155239,1396.422,6376.3562,102.459,14.0154,1.472,0.16,0.07,0.34,0.451,629.7863
pgh_gamer,378,1296,100,271,685,5,3.4286,5.955,0.2513,50,2.234,8.2435,217778,625.397,2307.738,102.66,25.0926,1.2886,0.15,0.10,0.40,0.148,92.5588
PhantasmalFarce,211,733,142,122,273,2,3.4739,11.9621,0.6161,444,2.1888,11.5,50251,279.6505,1469.3115,118.8206,16.4809,2.0,0.16,0.08,0.58,0.3136,87.6984
philipjreed,3511,40952,47,3437,817,225,11.6639,3.4212,0.086,58,2.708,0.7879,862187,1427.922,415.4559,105.22,11.9044,1.3578,0.11,0.43,0.63,0.483,689.6863
PhilpottDon,1296,25409,154,31868,32037,1419,19.6057,4.0309,0.1937,7,0.495,0.0155,3888,7.579,0.2378,109.307,18.1153,1.6858,0.65,0.11,0.84,0.552,4.1836
PHISHpointO,1893,27539,143,1324,1019,38,14.5478,19.3217,0.0407,84,1.411,1.0657,414987,1563.583,1180.9539,81.613,11.7579,1.1176,0.05,0.10,0.28,0.101,157.9219
PhongOdin,460,5525,120,345,237,13,12.0109,2.9587,0.2543,29,1.21,3.5072,150487,344.439,998.3739,87.348,20.015,1.3214,0.03,0.02,0.28,0.142,48.9103
photographyblog,3707,16903,67,12244,536,586,4.5598,0.0051,0.0,10,0.498,0.0407,8,0.175,0.0143,113.969,13.0785,5.25,0.03,0.01,0.99,0.137,0.024
photojack,3434,51704,153,54233,36283,3832,15.0565,0.2804,0.0157,46,2.007,0.037,238713,248.304,4.5785,108.45,28.3152,1.9401,0.22,0.00,0.75,0.303,75.2361
photorumors,3350,10293,35,22691,43,846,3.0725,0.2585,0.0737,200,5.978,0.2635,207,6.828,0.3009,112.498,3.3425,1.5131,0.61,0.71,0.93,0.847,5.7833
picobrewbeer,1893,2609,142,3298,569,105,1.3782,2.0211,0.1801,29,0.971,0.2944,51,0.905,0.2744,109.857,40.2455,1.5083,0.24,0.11,0.38,0.433,0.3919
PieterCappelle,3891,22635,110,1271,2328,49,5.8173,0.898,0.0599,129,0.606,0.4768,147597,748.11,588.5995,83.736,3.1631,1.2965,0.34,0.10,0.26,0.29,216.9519
piratesofpenryn,329,294,93,378,580,7,0.8936,0.8359,0.0578,16,2.8942,2.2434,631,4.9249,3.8175,126.4915,31.7465,1.7347,0.33,0.04,0.79,0.4744,2.3364
pixelmelter,3678,32621,127,9837,2632,181,8.8692,1.4323,0.0272,57,0.787,0.08,188552,1129.295,114.8008,78.707,6.9424,1.338,0.07,0.19,0.28,0.135,152.4548
Pjschard,2754,32980,120,1792,394,58,11.9753,11.1972,0.0694,142,1.951,1.0887,261,2.405,1.3421,84.479,16.2767,1.148,0.20,0.25,0.16,0.247,0.594
pjwilks,2097,69388,143,891,699,100,33.0892,0.0763,0.3243,37,0.244,0.2738,392760,1174.224,1317.8721,105.408,28.9894,2.3321,0.28,0.10,0.13,0.697,818.4341
PlanBstudio,3665,42555,128,2425,75,139,11.6112,0.0467,0.0145,65,0.261,0.1076,1701394,2497.029,1029.7027,93.331,24.5987,1.1316,0.04,0.02,0.70,0.086,214.7445
PlayingGrounded,584,390,93,117,36,6,0.6678,1.7175,0.1644,103,1.5443,4.3162,4381,35.2966,98.6496,110.2875,39.6366,3.4607,0.27,0.16,0.52,0.578,20.4015
PlaySocialSloth,292,23,67,72,18,2,0.0788,0.0548,0.0137,13,3.5882,0.8472,5,2.0588,0.4861,116.9412,24.6682,1.0,0.06,0.29,0.65,0.6471,1.3323
PlayTinkamo,37,9,51,8,8,0,0.2432,0.027,0.0,8,2.0,2.25,2,0.6667,0.75,140.0,48.8856,1.3333,0.33,0.00,1.00,0.4444,0.2963
PoeticStudio,1620,1374,160,4325,360,60,0.8481,2.1049,0.1611,46,2.892,0.6687,88608,117.169,27.0911,122.248,29.5595,2.4182,0.48,0.10,0.63,0.636,74.5195
polmstead1,1423,1302,83,318,517,7,0.915,0.0885,0.0358,75,1.752,5.5094,71557,143.615,451.6195,102.684,25.0918,1.0551,0.13,0.55,0.28,0.175,25.1326
PolyhedronC,2318,8011,138,1935,997,90,3.456,1.7912,0.0979,42,2.207,1.1406,93494,139.865,72.2817,104.401,14.6558,1.5476,0.21,0.16,0.42,0.381,53.2886
PowercellGames,2324,429,0,15,60,4,0.1846,0.0004,0.0,6,0.1515,4.3333,5,0.1375,3.9333,127.0699,18.1843,1.9857,0.82,0.84,0.96,0.0909,0.0125
powermeterIQ2,163,34,0,1504,147,5,0.2086,0.0613,0.0061,278,15.9091,0.3491,36,2.2727,0.0499,136.4848,31.3318,1.2308,0.39,0.06,0.97,0.4545,1.033
praguemicrofest,1628,511,136,603,1355,8,0.3139,0.7623,0.1763,21,1.9779,1.6335,207,6.7189,5.5489,123.4116,13.9364,2.2732,0.37,0.24,0.50,0.8454,5.6801
preacherush,982,6870,135,913,278,41,6.9959,10.1171,0.054,45,4.083,4.4721,49068,64.962,71.1522,94.35,-1.0019,1.2364,0.17,0.14,0.32,0.237,15.396
PrettyPickleBRC,1185,86,101,113,79,2,0.0726,0.0017,0.0,6,0.4699,0.3451,4,0.2289,0.1681,66.8554,15.1212,1.0,0.02,0.00,0.92,0.1446,0.0331
pride_site,3555,28480,56,92501,824,763,8.0113,0.8132,0.0554,1555,15.39,0.1664,24564,82.519,0.8921,100.675,19.7901,1.1225,0.40,0.04,0.88,0.784,64.6949
PrinceGrimdark,3326,825,83,832,1683,22,0.248,0.3575,0.11,32,1.5675,1.2981,84451,165.7504,137.262,116.0639,23.7761,2.1376,0.16,0.06,0.49,0.7271,120.5171
PrintNinja,2857,4884,128,2642,1567,102,1.7095,0.6272,0.0154,15,0.971,0.3675,9150,9.62,3.6412,121.56,43.2164,1.7137,0.24,0.04,0.84,0.224,2.1549
ProductHunt,1682,106182,114,354165,27,5297,63.1284,44.1659,0.1231,1348,31.506,0.089,97589,177.303,0.5006,100.385,21.9517,1.0392,0.05,0.51,0.74,0.808,143.2608
ProductionsW7,924,2896,160,858,1983,1,3.1342,2.4177,0.0693,40,3.2,3.7296,1096,2.347,2.7354,108.662,31.3037,1.2179,0.28,0.16,0.66,0.408,0.9576
ProfClayton,3243,14551,115,1260,687,156,4.4869,3.8723,0.0419,238,3.955,3.1389,195232,1395.8,1107.7778,111.703,20.1552,1.558,0.32,0.09,0.49,0.247,344.7626
projectmobius,3483,273,55,195,101,11,0.0784,0.0887,0.0026,8,0.417,0.5795,9914,72.2325,100.3846,99.1181,8.2535,2.1375,0.30,0.23,0.44,0.1661,11.9978
PROleary,2939,3237,82,235,786,4,1.1014,0.0296,0.0197,7,0.429,1.8255,54378,151.223,643.5021,85.376,14.4224,1.1648,0.09,0.36,0.55,0.092,13.9125
propsofprophecy,3349,4906,156,339,623,12,1.4649,0.5781,0.1054,140,0.927,2.7345,225013,1913.71,5645.1622,100.989,20.6222,1.4058,0.14,0.14,0.33,0.392,750.1743
ProVideo,3542,14416,107,19525,1007,720,4.07,1.3069,0.0161,64,2.374,0.1216,34,1.014,0.0519,105.469,6.415,1.2969,0.23,0.79,0.91,0.459,0.4654
pthistory,421,31178,135,11012,8163,43,74.057,0.6223,0.0,9,1.171,0.1063,6,0.987,0.0896,132.044,5.248,1.003,0.99,0.68,0.95,0.589,0.5813
pts,4183,31564,99,861,453,37,7.5458,4.3686,0.021,115,1.816,2.1092,31710,114.547,133.0395,65.061,10.9574,1.6,0.01,0.05,0.17,0.138,15.8075
PublicLab,2608,4970,145,6545,1109,413,1.9057,0.5709,0.0893,81,1.411,0.2156,10585,13.059,1.9953,118.376,18.3285,1.9875,0.24,0.17,0.81,0.467,6.0986
PubMeeple,1170,1769,157,1058,1484,40,1.512,1.006,0.1607,19,1.152,1.0888,1235,4.172,3.9433,112.231,29.0505,1.5843,0.33,0.07,0.54,0.316,1.3184
PuncherLongo,836,2932,101,73,443,1,3.5072,1.9055,0.3864,6,0.116,1.589,276291,757.131,10371.6575,112.283,-4.2585,1.4444,0.10,0.07,0.54,0.338,255.9103
pvcrowdworks,1244,198,144,101,153,10,0.1592,0.0016,0.0096,6,0.6302,1.198,33,0.5156,0.9802,130.8385,16.8521,1.6448,0.95,0.02,0.94,0.2344,0.1209
quartzandcoal,738,1603,126,155,91,40,2.1721,3.2209,0.3835,5,0.171,1.1032,35576,58.31,376.1935,112.996,28.3745,1.6747,0.17,0.07,0.82,0.312,18.1927
QUTfoundry,672,4321,154,1938,2180,114,6.4301,8.1012,0.9702,25,1.418,0.7317,1038,7.51,3.8751,137.482,36.7015,2.5259,0.68,0.04,0.40,0.876,6.5788
R6Patho,2681,1260,97,206,46,4,0.47,0.2562,0.0414,112,0.977,4.7427,340385,583.86,2834.2718,103.903,18.5283,1.4123,0.11,0.05,0.73,0.179,104.5109
radiodrama,3573,7614,154,3174,708,111,2.131,5.759,0.1019,74,2.247,0.7079,112681,303.887,95.7426,115.31,24.6507,1.2308,0.12,0.03,0.48,0.48,145.8658
rafaelshimunov,3312,15280,145,4761,1806,105,4.6135,7.5806,0.1135,1805,8.712,1.8299,194080,1205.745,253.2546,118.183,3.9803,1.2059,0.10,0.11,0.43,0.613,739.1217
Raidrith,2604,3115,153,195,277,4,1.1962,1.8118,0.086,78,1.322,6.7795,327345,726.45,3725.3846,111.385,19.0523,1.792,0.33,0.14,0.52,0.285,207.0383
RainSage,3409,9174,152,234,161,174,2.6911,0.4887,0.1499,9,0.412,1.7607,257876,4631.726,19793.7009,117.435,16.4775,2.952,0.38,0.19,0.47,0.595,2755.877
rajupp,3555,111225,159,24186,1489,719,31.2869,1.13,0.0405,81,4.023,0.1663,201708,479.795,19.8377,86.4,10.3817,1.2148,0.14,0.07,0.33,0.423,202.9533
randomdnd,779,16374,118,1341,3,73,21.0193,0.2863,0.0026,7,0.812,0.6055,3,0.163,0.1216,132.737,-31.9597,1.0,0.73,0.00,0.20,0.145,0.0236
rapjoeybatts,2685,9709,154,1562,751,92,3.616,0.2462,0.0778,7,0.496,0.3175,177118,1292.751,827.6255,90.414,11.2043,4.7659,0.44,0.08,0.50,0.343,443.4136
raptor1421,3029,42467,132,193,121,25,14.0201,0.0251,0.0,3,0.161,0.8342,1,0.005,0.0259,19.168,0.3691,1.2174,0.02,0.02,0.11,0.005,0.0
rare_mags,121,851,51,453,531,3,7.0331,7.281,1.2149,45,1.1184,2.0221,6584,16.5958,30.0044,102.7057,21.5217,1.8805,0.36,0.12,0.65,0.398,6.6051
RashadMDavis,568,642,159,254,430,12,1.1303,1.3028,0.1866,58,2.0931,5.2244,436331,2581.8596,6444.4843,100.6688,39.5116,2.0332,0.33,0.11,0.38,0.3565,920.433
rasklz,1104,55,115,17,22,2,0.0498,0.125,0.0417,4,0.3077,0.9412,12,3.75,11.4706,132.1923,20.13,1.027,0.71,0.17,0.12,0.9808,3.678
RaymondPat7734,112,1662,136,564,1119,2,14.8393,2.3304,0.5625,15,0.333,0.5904,37588,259.822,460.6773,110.328,3.8365,1.086,0.19,0.04,0.69,0.129,33.517
raymondsuze,2167,329,0,23,24,0,0.1518,0.006,0.0891,1,0.0092,0.1304,12510,50.3006,712.9565,94.9571,1.7289,1.925,0.12,0.07,0.56,0.6227,31.3222
RCA,3334,12187,115,40925,1927,947,3.6554,0.7223,0.138,192,4.706,0.115,1796,7.388,0.1805,136.796,32.1516,1.4486,0.43,0.04,0.62,0.941,6.9521
re_v1k,189,3760,79,145,113,1,19.8942,10.254,2.746,95,1.176,8.1103,160051,4535.292,31277.8759,71.899,6.4308,1.2812,0.03,0.43,0.07,0.546,2476.2694
Rea1008,2351,821,0,133,192,1,0.3492,0.3773,0.0706,8,0.2824,1.5414,3371287,6392.292,34893.2632,90.741,27.5985,1.5876,0.49,0.11,0.06,0.3113,1989.9205
ReadSpaceBoy,569,514,92,158,245,10,0.9033,0.3111,0.065,23,1.6304,5.0253,4356,21.306,65.6709,124.2895,21.8566,3.4248,0.85,0.07,0.86,0.6674,14.2196
